age,income,transaction_amount,credit_score,account_balance,years_customer,education,employment_status,region,account_type,target
27.0,39788.0,340.31,696.0,80557.26,5.0,Bachelor,,Central,VIP,0
65.0,13648.0,57.65,746.0,35437.52,5.0,High School,Employed,North,Basic,0
33.0,24071.0,229.96,683.0,33184.11,9.0,Other,Retired,Central,Standard,1
20.0,,399.66,667.0,19711.13,5.0,Bachelor,Retired,Central,Standard,0
43.0,250171.0,270.23,,98607.92,4.0,,Student,East,Basic,0
32.0,17895.0,103.24,614.0,34186.54,4.0,,Self-Employed,South,Basic,0
27.0,33091.0,18.85,,66647.06,4.0,,Unemployed,Central,Premium,0
,23617.0,581.43,,13238.1,1.0,High School,Employed,South,Standard,0
80.0,54144.0,2462.49,722.0,44975.67,6.0,Master,Retired,Central,VIP,1
36.0,,1257.93,627.0,79582.49,4.0,Bachelor,Employed,Central,Basic,0
18.0,14599.0,574.85,599.0,97034.17,2.0,High School,Retired,,Standard,0
62.0,31062.0,921.09,567.0,17733.56,6.0,Bachelor,,East,Premium,0
49.0,28580.0,147.67,624.0,,3.0,Bachelor,Unemployed,South,Standard,1
28.0,22611.0,487.01,723.0,98750.34,4.0,Bachelor,Student,East,Standard,0
26.0,,31.26,476.0,55418.28,6.0,Bachelor,Unemployed,East,Premium,1
50.0,93690.0,614.11,737.0,34542.09,6.0,Bachelor,Employed,North,Standard,0
36.0,28119.0,1751.16,706.0,,5.0,Bachelor,Self-Employed,South,Premium,0
18.0,,985.91,567.0,39018.91,9.0,Master,Employed,East,Standard,0
66.0,25092.0,382.26,654.0,23200.38,4.0,Bachelor,Unemployed,Central,Basic,0
33.0,37928.0,777.33,609.0,80350.36,10.0,High School,,South,Standard,0
62.0,12468.0,1440.3,577.0,31396.45,7.0,Master,Employed,South,Basic,0
59.0,133356.0,121.68,673.0,32197.78,4.0,High School,Employed,East,Premium,0
24.0,,788.14,693.0,44498.97,6.0,High School,Employed,West,Basic,0
55.0,,157.25,711.0,69295.9,6.0,Bachelor,Employed,North,Basic,1
30.0,,1047.57,507.0,84176.36,7.0,Master,Employed,East,Premium,0
18.0,10000.0,12071.49,614.0,22617.2,6.0,Bachelor,Employed,North,Basic,1
33.0,124028.0,98.14,,36248.76,5.0,,Retired,West,Basic,1
45.0,18199.0,637.58,727.0,,3.0,Bachelor,Self-Employed,North,VIP,1
33.0,19423.0,96.05,670.0,2561.08,,PhD,Unemployed,North,Standard,1
35.0,41153.0,86.02,736.0,69710.56,6.0,Master,Self-Employed,West,Basic,1
57.0,109380.0,405.37,665.0,56596.77,4.0,Bachelor,Employed,West,Basic,0
41.0,84341.0,15606.08,692.0,13356.04,6.0,Bachelor,Employed,Central,Premium,0
27.0,74983.0,,583.0,13032.79,3.0,High School,,North,Basic,0
50.0,28297.0,919.86,708.0,89518.22,9.0,High School,Employed,West,VIP,0
42.0,27942.0,825.01,545.0,68331.15,5.0,,Unemployed,Central,Basic,1
18.0,47894.0,432.69,568.0,38806.06,6.0,PhD,,West,Standard,0
46.0,32726.0,520.02,588.0,33808.13,3.0,Bachelor,Employed,South,Standard,0
45.0,73972.0,20.64,784.0,31685.32,6.0,Other,Employed,South,Basic,1
,70551.0,228.75,621.0,65465.96,5.0,Bachelor,,West,VIP,0
53.0,58283.0,9984.54,685.0,17874.84,2.0,Master,Employed,East,Premium,0
29.0,10000.0,81.26,694.0,98743.49,7.0,High School,Self-Employed,West,VIP,1
45.0,40230.0,246.87,692.0,68705.54,5.0,PhD,,West,,0
18.0,33286.0,219.18,569.0,12712.01,6.0,Bachelor,,Central,Basic,1
46.0,41540.0,652.62,679.0,13803.02,7.0,PhD,Retired,East,Basic,0
69.0,19861.0,455.77,572.0,64829.33,2.0,Bachelor,Employed,East,Standard,0
25.0,12583.0,1221.5,518.0,38317.43,4.0,Bachelor,,South,,0
28.0,52602.0,78.57,785.0,65995.77,4.0,High School,Self-Employed,East,Standard,0
29.0,27308.0,30.8,630.0,72251.69,5.0,Bachelor,Employed,,Premium,0
41.0,57512.0,382.44,634.0,53792.01,6.0,High School,,West,Standard,1
24.0,21232.0,6070.09,735.0,25655.37,5.0,Master,Unemployed,East,Standard,0
46.0,112727.0,774.92,,55116.11,7.0,High School,Employed,East,Premium,1
52.0,80890.0,352.58,,42186.54,3.0,High School,Self-Employed,Central,Standard,1
48.0,,334.78,678.0,89033.71,8.0,Bachelor,,North,Premium,0
18.0,30618.0,225.1,697.0,74021.13,4.0,Bachelor,,Central,Premium,0
54.0,71820.0,234.98,551.0,61898.41,3.0,Bachelor,Retired,Central,Basic,0
54.0,49713.0,282.05,596.0,3972.29,6.0,High School,,West,Standard,0
52.0,43952.0,8.08,630.0,99016.96,6.0,High School,,North,Standard,1
45.0,83641.0,43.62,659.0,56627.14,2.0,Other,Employed,West,Standard,0
43.0,113689.0,351.65,762.0,25897.76,11.0,Master,Employed,South,Basic,0
55.0,13333.0,81.33,602.0,59152.57,0.0,Bachelor,Student,North,Standard,0
,15672.0,754.26,775.0,81789.6,4.0,Bachelor,Employed,South,Standard,0
25.0,19453.0,160.44,695.0,53855.7,3.0,Bachelor,Retired,East,Standard,0
56.0,10916.0,51.51,529.0,,6.0,High School,Unemployed,East,Premium,0
38.0,34537.0,134.08,683.0,41303.77,2.0,High School,Self-Employed,Central,Standard,0
38.0,58694.0,220.88,,58996.28,6.0,Bachelor,Employed,East,Standard,1
18.0,35698.0,17.98,642.0,42225.02,7.0,Bachelor,,South,Basic,0
35.0,23687.0,76.39,599.0,52779.64,5.0,Bachelor,Self-Employed,South,Premium,0
25.0,,195.67,612.0,16750.99,3.0,,Unemployed,North,Basic,1
33.0,40637.0,185.88,697.0,59864.21,2.0,High School,,,Basic,0
23.0,47781.0,805.69,547.0,97895.12,8.0,Other,Self-Employed,East,Standard,0
33.0,91435.0,926.57,799.0,76481.65,5.0,High School,Employed,West,VIP,0
33.0,32905.0,107.48,,32004.85,6.0,Master,Employed,West,Basic,0
41.0,188748.0,66.16,714.0,86386.03,8.0,Bachelor,Unemployed,West,Premium,0
18.0,25380.0,502.78,566.0,89572.5,4.0,,Self-Employed,West,VIP,0
18.0,179576.0,816.41,776.0,17680.63,2.0,Bachelor,,West,Basic,1
45.0,16650.0,1658.29,761.0,5313.39,5.0,High School,Employed,East,Premium,0
,54939.0,3.41,776.0,57247.59,,High School,Student,South,Basic,0
56.0,21719.0,266.94,686.0,47588.29,3.0,,Employed,Central,Basic,0
43.0,88934.0,662.11,,71468.62,5.0,Master,,North,Basic,1
49.0,24770.0,,684.0,29305.87,3.0,High School,Employed,South,Basic,0
61.0,,32.16,701.0,38021.19,8.0,Bachelor,Self-Employed,Central,Premium,0
35.0,21580.0,570.68,765.0,26385.23,8.0,Bachelor,Employed,North,Basic,1
31.0,,170.5,,29213.75,10.0,Master,Retired,East,Basic,0
,21491.0,38.76,681.0,928.74,6.0,Master,Employed,Central,Basic,1
47.0,,335.79,704.0,51075.55,4.0,Bachelor,Employed,West,Standard,0
37.0,16369.0,86.08,746.0,47315.46,6.0,High School,Employed,North,Standard,1
60.0,,667.81,639.0,35587.47,7.0,Bachelor,,West,Standard,0
36.0,77749.0,675.97,670.0,54019.03,8.0,Bachelor,,South,Standard,0
,,922.79,654.0,39176.03,12.0,Master,,East,Standard,0
40.0,,237.06,687.0,43256.12,6.0,PhD,,West,Basic,0
25.0,28062.0,8212.5,618.0,198.44,6.0,,Employed,West,Basic,0
41.0,12707.0,150.37,,6630.7,6.0,,Employed,North,Basic,0
60.0,,315.38,695.0,15070.25,2.0,High School,,West,Basic,0
46.0,99900.0,592.1,547.0,18402.05,5.0,Master,Self-Employed,South,Basic,1
40.0,81024.0,240.67,570.0,45219.26,2.0,Bachelor,,West,VIP,1
37.0,43714.0,383.99,,87491.08,5.0,High School,Employed,South,Standard,0
44.0,,371.45,,40603.38,4.0,,Unemployed,East,Premium,0
,15558.0,,641.0,62719.24,2.0,PhD,,East,Standard,0
49.0,27990.0,487.82,581.0,2580.29,8.0,Other,,West,VIP,0
35.0,49843.0,289.24,606.0,85484.55,2.0,Master,Employed,North,Basic,0
44.0,32717.0,824.92,703.0,11313.45,,High School,Employed,East,Standard,0
,29808.0,586.58,791.0,28428.89,8.0,Bachelor,Employed,West,Basic,1
24.0,13897.0,59.09,611.0,81673.58,11.0,High School,,East,Standard,1
,10000.0,335.46,,26487.75,7.0,High School,Employed,East,Basic,0
18.0,69863.0,606.16,619.0,25799.98,,High School,Employed,East,Standard,0
47.0,44115.0,45.52,,60298.61,6.0,High School,Employed,Central,Basic,0
49.0,74727.0,5464.4,,90324.51,4.0,Bachelor,,West,Premium,1
51.0,25596.0,125.52,724.0,21364.93,4.0,High School,,South,Basic,1
34.0,20532.0,349.67,451.0,62081.83,6.0,High School,Retired,West,Premium,1
44.0,36506.0,1411.4,712.0,60018.81,8.0,High School,Employed,East,Basic,1
61.0,71923.0,423.54,640.0,65952.3,4.0,High School,Student,East,Standard,0
,30177.0,275.87,701.0,94676.91,5.0,Other,,West,Basic,0
39.0,68970.0,3.41,651.0,16588.18,7.0,High School,,Central,VIP,1
42.0,16235.0,71.6,556.0,,5.0,,Employed,,Standard,0
56.0,31915.0,432.16,,18238.01,5.0,Master,,North,Basic,0
18.0,34334.0,340.44,,31430.12,1.0,,Self-Employed,East,Basic,0
35.0,96868.0,226.14,671.0,38996.15,8.0,Master,Employed,North,Standard,1
60.0,42877.0,1283.38,534.0,83539.09,4.0,High School,Student,West,Standard,0
,146805.0,202.09,,5371.0,7.0,,Employed,Central,VIP,1
45.0,12355.0,,691.0,73365.25,4.0,Master,,Central,Standard,0
18.0,40293.0,420.49,617.0,91259.2,4.0,,Retired,North,VIP,0
39.0,41920.0,374.83,410.0,7924.18,6.0,Bachelor,Retired,East,Basic,0
31.0,59639.0,324.65,611.0,79073.0,5.0,Master,,East,Standard,1
44.0,18945.0,205.54,549.0,10764.22,,Bachelor,Employed,Central,Standard,0
27.0,139742.0,9921.28,642.0,96285.36,3.0,High School,Employed,North,Premium,0
24.0,36694.0,299.65,549.0,81536.47,6.0,High School,,Central,Basic,0
18.0,15219.0,375.86,546.0,69498.43,5.0,Master,,,Standard,0
58.0,35852.0,534.25,711.0,55005.95,1.0,Master,,East,Basic,0
34.0,28267.0,35.03,663.0,92081.75,4.0,Bachelor,Employed,Central,Basic,0
42.0,336578.0,760.0,689.0,11907.13,7.0,,Employed,North,VIP,1
39.0,,359.24,604.0,12178.42,5.0,Bachelor,Unemployed,North,Basic,1
23.0,,535.27,611.0,,4.0,Master,Retired,West,Basic,0
,33205.0,739.23,598.0,48231.99,6.0,,Self-Employed,North,Premium,1
24.0,77718.0,1036.13,609.0,84505.64,4.0,Bachelor,Employed,North,Basic,1
29.0,80748.0,248.97,613.0,39066.17,6.0,,Self-Employed,South,Premium,1
45.0,10000.0,834.14,,45186.02,7.0,,,Central,Basic,0
28.0,60742.0,149.77,,33207.87,7.0,Bachelor,,Central,Basic,0
66.0,37137.0,539.9,665.0,95073.83,6.0,High School,Employed,East,Basic,1
55.0,,54.19,569.0,46495.0,3.0,Bachelor,Unemployed,South,Basic,0
52.0,73436.0,10.12,676.0,75509.71,6.0,Master,,North,Standard,1
38.0,219027.0,,524.0,69590.88,4.0,Bachelor,Retired,North,Standard,1
62.0,56694.0,192.38,674.0,23508.69,1.0,,Employed,South,Premium,1
36.0,87583.0,15.79,643.0,91398.24,7.0,High School,Employed,East,Standard,0
39.0,153782.0,497.79,,54468.21,9.0,Bachelor,Employed,East,Basic,1
42.0,,190.3,675.0,85580.6,8.0,Bachelor,,East,Standard,0
50.0,10000.0,666.62,568.0,,4.0,Bachelor,Self-Employed,North,Premium,0
49.0,61420.0,23.5,654.0,5867.0,1.0,High School,Student,East,VIP,0
32.0,29789.0,122.12,559.0,61977.28,4.0,Bachelor,Employed,East,Standard,0
32.0,12096.0,262.13,617.0,78898.45,7.0,Bachelor,Unemployed,East,VIP,0
49.0,34114.0,,725.0,90649.83,9.0,High School,Employed,North,Standard,1
50.0,64993.0,70.21,571.0,50629.57,6.0,Bachelor,Employed,North,Basic,0
34.0,32235.0,2569.53,645.0,75071.26,2.0,Master,Employed,North,Standard,0
18.0,19351.0,167.34,585.0,96963.04,10.0,Bachelor,,South,Premium,0
36.0,30369.0,638.33,674.0,82784.24,6.0,,,West,Basic,0
49.0,35754.0,124.25,723.0,85442.32,2.0,Bachelor,Employed,East,VIP,1
,,1051.26,612.0,40728.28,6.0,High School,,,VIP,0
,32395.0,245.31,667.0,9168.87,6.0,,Retired,East,Basic,0
33.0,12388.0,1155.83,632.0,96602.86,5.0,Bachelor,,South,Basic,0
34.0,61526.0,209.15,571.0,69581.86,3.0,High School,Employed,West,VIP,1
60.0,10416.0,4.34,678.0,17116.4,2.0,Bachelor,,South,Standard,0
39.0,81646.0,363.89,688.0,97383.22,5.0,Bachelor,Employed,North,VIP,0
26.0,26177.0,372.0,571.0,71578.61,7.0,High School,Self-Employed,South,Standard,0
48.0,23520.0,63.82,719.0,9036.83,7.0,Bachelor,,North,Premium,0
33.0,45961.0,133.92,751.0,17081.35,6.0,Master,Employed,West,Basic,1
21.0,18163.0,765.07,578.0,86541.04,5.0,Bachelor,Employed,North,Standard,0
,45387.0,18.72,760.0,95383.25,7.0,Bachelor,,North,Premium,1
66.0,,336.21,650.0,36482.73,8.0,High School,Employed,East,Basic,1
,,377.95,,41326.19,4.0,High School,Unemployed,East,Basic,0
41.0,50225.0,583.52,783.0,39545.45,8.0,Other,,North,VIP,0
36.0,14605.0,19.09,717.0,83535.62,5.0,Master,Self-Employed,West,Basic,0
44.0,13207.0,440.52,600.0,45325.61,3.0,High School,Retired,West,Basic,0
44.0,44292.0,1.55,609.0,37525.72,6.0,Bachelor,,South,Premium,0
44.0,35542.0,154.06,676.0,62186.86,9.0,Bachelor,Self-Employed,Central,Premium,0
41.0,41562.0,346.26,675.0,49053.3,3.0,High School,Retired,North,VIP,0
53.0,,1211.14,646.0,53342.34,5.0,Bachelor,Retired,East,Standard,0
40.0,38021.0,67.67,593.0,40701.32,2.0,Master,Employed,West,Basic,0
25.0,59069.0,92.74,606.0,46051.42,6.0,Bachelor,,West,Basic,0
30.0,39259.0,553.2,648.0,3597.53,6.0,Master,,West,Standard,1
18.0,10000.0,234.89,,92578.23,3.0,High School,,West,Standard,0
70.0,10000.0,488.31,689.0,3057.28,1.0,High School,,West,Basic,0
52.0,169797.0,2986.65,670.0,77281.24,5.0,Bachelor,Self-Employed,South,Basic,0
27.0,36317.0,2166.49,575.0,29826.87,3.0,PhD,Retired,Central,Premium,0
35.0,77667.0,218.26,688.0,11225.43,7.0,PhD,Employed,North,Standard,1
30.0,27541.0,350.51,512.0,60969.42,4.0,Master,,Central,Standard,1
63.0,34668.0,1175.31,679.0,70695.16,8.0,Bachelor,Employed,North,Premium,0
18.0,,48.35,721.0,63020.16,7.0,Other,Self-Employed,West,Standard,1
41.0,261121.0,301.02,681.0,57608.38,7.0,,,South,Basic,1
38.0,44471.0,237.07,698.0,53618.65,3.0,Bachelor,Employed,East,Standard,0
52.0,,174.7,,54105.87,4.0,Bachelor,Self-Employed,West,Premium,1
38.0,10000.0,2575.31,681.0,86542.11,3.0,Bachelor,,Central,Basic,0
18.0,176131.0,661.28,645.0,9015.37,9.0,Bachelor,,North,Premium,0
36.0,31868.0,246.12,624.0,15736.87,5.0,Master,Student,West,Standard,0
25.0,65866.0,883.11,741.0,81265.1,6.0,Master,Employed,East,Basic,0
41.0,72027.0,336.35,698.0,30303.99,5.0,Bachelor,Self-Employed,West,Basic,0
61.0,25077.0,1031.09,744.0,77156.01,3.0,Master,Employed,Central,Basic,1
18.0,62190.0,154.88,,35269.59,4.0,High School,Self-Employed,South,Standard,1
27.0,22397.0,17077.85,556.0,92541.01,4.0,High School,,Central,Standard,0
31.0,,142.04,596.0,28133.37,8.0,,Student,East,Standard,1
34.0,92186.0,386.62,502.0,42689.64,5.0,Bachelor,Self-Employed,,Premium,0
,31998.0,172.17,525.0,15884.15,7.0,High School,,North,Premium,1
37.0,54984.0,79.57,505.0,66668.45,8.0,High School,Self-Employed,East,Premium,0
46.0,50449.0,2613.27,469.0,40288.11,4.0,Bachelor,Self-Employed,South,Standard,0
30.0,60496.0,1153.46,630.0,94120.42,6.0,Bachelor,Unemployed,North,VIP,1
43.0,10454.0,503.95,743.0,1574.8,7.0,Master,Employed,West,Standard,1
51.0,,1110.7,,38765.14,6.0,High School,,West,Basic,0
,28012.0,1370.26,705.0,2362.96,6.0,Master,Employed,North,Standard,1
51.0,18672.0,563.67,654.0,32904.15,3.0,Master,Employed,East,Premium,0
40.0,51185.0,365.61,661.0,38024.52,7.0,Bachelor,Employed,East,Basic,1
55.0,93855.0,1068.54,712.0,25813.64,3.0,Bachelor,Employed,Central,Standard,0
36.0,106526.0,419.43,636.0,25553.11,1.0,Bachelor,,West,Basic,0
45.0,27684.0,67.8,,26005.95,6.0,Bachelor,Unemployed,North,Premium,0
39.0,45870.0,228.53,617.0,26625.65,6.0,Bachelor,,West,VIP,0
38.0,51870.0,295.22,552.0,28228.62,2.0,Master,Employed,South,Standard,1
43.0,59695.0,1369.53,639.0,85129.79,4.0,Bachelor,,East,Standard,1
48.0,17988.0,538.21,555.0,3905.41,3.0,,Employed,South,Basic,1
21.0,155821.0,1040.83,,98890.98,4.0,Bachelor,Employed,East,Basic,0
,76207.0,708.57,689.0,28152.32,5.0,Master,,East,Standard,0
18.0,77817.0,,769.0,2794.62,6.0,High School,Employed,South,Standard,1
29.0,95107.0,634.18,587.0,17515.92,3.0,Bachelor,Employed,West,Premium,0
38.0,55676.0,108.64,540.0,94186.63,6.0,Bachelor,Self-Employed,West,Premium,0
46.0,15964.0,262.25,,99752.35,7.0,Master,Employed,Central,Standard,1
63.0,32494.0,820.19,775.0,24675.31,4.0,High School,Employed,North,Standard,0
18.0,,473.28,618.0,22544.93,7.0,Master,Retired,South,Premium,0
32.0,50617.0,872.66,530.0,,8.0,Master,Employed,West,Standard,0
18.0,31717.0,146.99,687.0,91421.19,4.0,Master,,South,Standard,0
,35157.0,692.65,623.0,65036.11,10.0,High School,Employed,North,Standard,0
44.0,95149.0,113.03,574.0,93582.03,2.0,Master,Self-Employed,South,Standard,0
63.0,25195.0,394.06,768.0,95001.25,6.0,,Retired,West,Standard,1
41.0,29682.0,284.17,638.0,75968.83,5.0,Bachelor,Unemployed,North,Basic,1
55.0,36959.0,406.5,695.0,34870.83,1.0,High School,Retired,West,Basic,0
,10000.0,72.82,684.0,14945.97,3.0,Master,Self-Employed,West,Standard,0
33.0,29352.0,224.1,850.0,51767.26,6.0,High School,,East,VIP,1
18.0,10000.0,549.66,633.0,28961.01,5.0,Bachelor,Self-Employed,Central,Basic,0
44.0,22733.0,408.82,,11850.18,8.0,High School,,West,Standard,0
18.0,71980.0,398.11,595.0,39399.65,6.0,,Employed,Central,Standard,0
59.0,51938.0,357.52,729.0,47976.57,7.0,Master,Student,East,Basic,1
37.0,,1440.18,670.0,66198.62,6.0,High School,Employed,West,Premium,1
57.0,37520.0,1363.38,612.0,22113.94,10.0,Bachelor,,South,VIP,0
32.0,15367.0,223.26,677.0,86849.37,9.0,Master,,Central,Premium,0
44.0,,216.85,756.0,,9.0,Bachelor,Retired,West,Basic,0
43.0,,404.73,782.0,99722.98,3.0,Bachelor,Employed,North,Basic,0
39.0,158997.0,50.25,679.0,55687.92,7.0,High School,,South,Standard,1
33.0,,180.49,,14684.24,4.0,Master,,South,Basic,1
45.0,41279.0,131.25,536.0,83439.37,3.0,High School,Employed,North,Standard,0
26.0,16586.0,126.41,,25373.12,9.0,Bachelor,,Central,VIP,0
21.0,19121.0,508.75,635.0,18831.3,4.0,High School,Employed,South,Premium,0
58.0,48520.0,242.54,558.0,13479.28,4.0,High School,Retired,South,Standard,0
50.0,,93.87,575.0,55089.48,5.0,PhD,Unemployed,Central,VIP,1
40.0,74855.0,1092.72,584.0,87932.65,5.0,,,West,Basic,0
64.0,127484.0,1036.33,,89711.01,3.0,High School,Retired,East,Standard,0
35.0,47386.0,991.93,561.0,78561.86,9.0,Master,Employed,North,Basic,0
59.0,,247.76,706.0,58144.73,5.0,Bachelor,,South,Basic,1
42.0,10000.0,29.34,727.0,52988.37,3.0,Bachelor,Retired,Central,Standard,1
24.0,66044.0,56.44,640.0,37377.17,3.0,Bachelor,,West,Premium,1
67.0,14545.0,161.52,633.0,4406.64,6.0,Bachelor,Employed,West,Standard,0
,25993.0,19786.41,,83658.89,5.0,Bachelor,Retired,North,Basic,0
38.0,78249.0,1035.68,610.0,99947.22,4.0,Bachelor,,West,Premium,0
50.0,82768.0,2147.31,766.0,92084.7,8.0,High School,Employed,East,Basic,1
33.0,25004.0,848.24,482.0,93303.86,5.0,Bachelor,Unemployed,West,Premium,0
52.0,26183.0,654.39,619.0,33322.3,5.0,Bachelor,,West,VIP,0
18.0,20755.0,444.12,524.0,9930.58,11.0,PhD,Employed,North,Basic,0
24.0,13928.0,734.64,696.0,87158.32,1.0,High School,Employed,South,VIP,1
54.0,21854.0,,,76380.99,4.0,High School,Employed,North,VIP,0
36.0,10000.0,459.83,710.0,39037.41,0.0,Master,Employed,North,Basic,0
43.0,62720.0,83.98,662.0,83357.76,1.0,High School,,West,Standard,1
19.0,49792.0,15314.91,,13873.57,3.0,Bachelor,Employed,North,Basic,0
67.0,,438.37,580.0,65108.42,5.0,High School,Student,East,Standard,0
57.0,16923.0,202.83,661.0,95338.39,6.0,High School,Retired,East,Standard,0
36.0,,1205.35,587.0,91041.83,4.0,Bachelor,Self-Employed,West,Standard,0
33.0,37903.0,472.91,698.0,76084.97,9.0,Bachelor,Student,East,Premium,0
55.0,38226.0,564.27,574.0,26658.28,5.0,Master,Employed,East,Standard,0
69.0,32279.0,2.92,608.0,10256.37,3.0,Master,Employed,East,Standard,0
54.0,28808.0,345.42,,32473.61,6.0,,,South,Standard,0
72.0,142717.0,282.08,772.0,61735.34,5.0,High School,Employed,West,Basic,0
26.0,51063.0,611.87,,31650.59,4.0,High School,Retired,East,Standard,0
27.0,175701.0,241.15,811.0,41311.44,4.0,Master,,Central,Premium,0
22.0,100224.0,1876.98,760.0,40360.63,7.0,Other,Retired,North,Standard,1
46.0,141862.0,554.64,625.0,33582.67,2.0,Master,,East,Premium,1
42.0,,539.28,682.0,92345.16,6.0,High School,,East,Standard,0
37.0,58368.0,1258.76,694.0,31995.26,1.0,Master,Employed,East,Standard,1
52.0,25708.0,2670.07,414.0,99352.73,7.0,Master,,West,Basic,0
58.0,10000.0,110.21,512.0,20933.41,5.0,Master,Employed,East,Basic,0
18.0,120186.0,831.77,685.0,87262.5,,High School,Employed,North,Basic,0
31.0,28711.0,88.56,690.0,73233.71,2.0,Master,Student,Central,Basic,0
52.0,15613.0,305.36,,66880.51,6.0,Bachelor,,East,VIP,1
32.0,,52.78,560.0,44534.82,2.0,Bachelor,Employed,North,Premium,0
28.0,19206.0,488.25,842.0,81658.71,3.0,High School,,South,Premium,0
55.0,20848.0,316.04,695.0,49221.89,3.0,PhD,Employed,South,Standard,0
,30415.0,495.37,731.0,13554.03,4.0,Bachelor,,North,Standard,0
35.0,145023.0,566.54,724.0,28049.73,3.0,PhD,,Central,Basic,1
44.0,21310.0,483.05,661.0,18242.94,6.0,Bachelor,,Central,Basic,1
,136956.0,174.09,656.0,56961.34,5.0,Bachelor,Employed,South,Basic,1
51.0,71615.0,906.88,722.0,65540.55,3.0,Bachelor,Self-Employed,North,VIP,1
31.0,,401.13,608.0,33593.47,9.0,Bachelor,Employed,North,Basic,0
61.0,66071.0,336.53,727.0,3951.58,4.0,Bachelor,Unemployed,West,Basic,1
38.0,36714.0,2173.86,664.0,65873.76,4.0,Bachelor,Employed,South,VIP,1
50.0,101604.0,166.69,697.0,6195.98,3.0,High School,Unemployed,South,Premium,0
51.0,57158.0,375.42,664.0,96567.35,6.0,Bachelor,Employed,West,Standard,1
30.0,10000.0,573.36,579.0,88727.77,7.0,Master,Employed,Central,Basic,1
18.0,46027.0,66.89,,83088.16,3.0,High School,Unemployed,East,Standard,0
45.0,,218.66,747.0,36754.3,6.0,Bachelor,Employed,East,Basic,0
41.0,28819.0,14888.54,701.0,74499.29,9.0,Bachelor,Unemployed,East,Standard,1
48.0,40175.0,135.09,738.0,4585.27,4.0,Bachelor,Self-Employed,West,Premium,1
36.0,,339.91,725.0,8963.47,7.0,Bachelor,Self-Employed,South,Basic,0
33.0,12063.0,497.98,604.0,49454.62,3.0,High School,Employed,East,Basic,0
70.0,10505.0,556.1,525.0,58676.54,4.0,PhD,,South,Standard,1
18.0,10618.0,651.55,717.0,76695.07,7.0,Bachelor,,Central,Premium,1
51.0,62021.0,1004.87,636.0,29771.42,1.0,High School,Employed,East,Basic,0
31.0,10000.0,249.5,705.0,54260.5,3.0,Bachelor,Employed,West,VIP,0
34.0,21307.0,613.16,762.0,6254.26,8.0,High School,Employed,East,Basic,0
35.0,19682.0,658.71,621.0,47086.77,5.0,Other,,West,Basic,0
27.0,28977.0,178.53,589.0,67126.04,3.0,Bachelor,Student,West,Basic,1
48.0,10000.0,1723.48,568.0,98964.16,6.0,Bachelor,Unemployed,East,Basic,0
60.0,50166.0,1002.05,648.0,76796.04,1.0,Other,Employed,North,Basic,0
47.0,13114.0,171.15,537.0,99548.17,2.0,Bachelor,Self-Employed,South,VIP,0
41.0,89852.0,562.07,678.0,49791.56,4.0,Master,Employed,East,Basic,1
25.0,22083.0,632.57,682.0,43295.23,5.0,High School,Employed,West,Basic,1
47.0,33641.0,282.36,681.0,83420.64,5.0,High School,Employed,East,Standard,0
72.0,36425.0,996.61,514.0,46238.51,6.0,Bachelor,Unemployed,West,Basic,1
34.0,44151.0,585.96,745.0,75613.81,5.0,Other,,West,Basic,0
34.0,37406.0,536.7,,99450.31,4.0,Master,,East,Standard,0
31.0,25804.0,17878.74,613.0,72459.59,6.0,High School,Self-Employed,Central,Basic,0
32.0,47783.0,261.99,701.0,1430.29,7.0,Other,Employed,West,Standard,0
18.0,52728.0,284.51,700.0,18028.33,5.0,Bachelor,,North,Standard,0
,19690.0,661.49,558.0,27626.8,7.0,Bachelor,Employed,South,Standard,0
27.0,51077.0,481.68,646.0,82213.55,1.0,,,South,Premium,1
18.0,94218.0,44.89,602.0,93213.33,3.0,Bachelor,Employed,East,VIP,0
51.0,63877.0,,616.0,64969.76,2.0,Bachelor,Employed,West,Standard,0
23.0,76565.0,320.32,691.0,8803.72,2.0,Master,Employed,North,Premium,1
34.0,41669.0,667.29,580.0,49952.44,2.0,PhD,Employed,,Basic,0
61.0,17172.0,680.45,694.0,85904.24,4.0,Other,Employed,Central,Basic,0
18.0,19001.0,337.21,575.0,36218.56,3.0,Other,,West,VIP,0
18.0,46906.0,62.18,746.0,6527.37,4.0,Bachelor,Employed,West,Standard,0
44.0,77204.0,173.29,597.0,77958.07,2.0,Master,Employed,East,Standard,1
57.0,337300.0,146.98,,65711.97,0.0,Master,Employed,Central,Basic,1
18.0,,,715.0,46697.13,3.0,High School,,North,Standard,1
46.0,,99.22,634.0,84980.61,4.0,Bachelor,,East,Basic,0
48.0,19656.0,312.67,573.0,84971.23,6.0,Bachelor,Unemployed,Central,VIP,0
18.0,224765.0,555.42,691.0,70095.95,8.0,High School,Unemployed,West,Basic,0
51.0,,1673.16,731.0,94231.83,7.0,PhD,,West,Premium,1
53.0,37722.0,3591.48,699.0,45394.4,2.0,High School,Retired,West,VIP,1
35.0,16842.0,1527.98,603.0,72892.89,7.0,High School,Employed,Central,Premium,0
58.0,127017.0,633.35,764.0,83068.18,7.0,Bachelor,Student,West,Premium,0
57.0,54190.0,686.08,673.0,63559.44,5.0,Other,Retired,Central,Premium,0
